"ID"	"CE1"	"CE2"	"CE3"	"CE4"	"CE5"	"CE6"	"CE7"	"CE8"	"CE9"	"CE10"
"TCGA.F2.6880.01"	5.61451279271939e-14	3.47271565157248e-14	0.00107450024770046	0.274048548905919	5.45531728233008e-14	0.116882329312492	3.49497460143059e-14	0.465114631233498	0.00991622618497993	0.132963764115231
"TCGA.F2.A7TX.01"	0.179242843051298	0.139231334640342	0.0592057238819798	0.0623425184598983	0.00158807529069035	0.0342845607639162	0.115865682854047	0.00459105296751012	0.287158609541266	0.116489598549052
"TCGA.F2.A8YN.01"	0.342243785351627	0.162717953030032	0.0681192738956861	0.181428251029833	0.00492968285401106	0.0176697014143104	0.156544008635257	0.0270401477963642	0.0384272686889341	0.00087992730394521
"TCGA.FB.A4P6.01"	0.091980709012524	0.0131228536352651	0.0522595351925461	0.190339616588237	0.0364236935806243	0.264645232232115	0.042339120676698	0.0820444014674078	0.103145301618946	0.123699535995636
"TCGA.FB.A5VM.01"	0.18051025896736	0.269211118449521	0.118113465749332	0.0293990937261626	9.24362691515759e-15	0.07664949131767	6.82912138928093e-15	0.0461035932088682	0.143113944848601	0.136899033732469
"TCGA.FB.A78T.01"	0.0473654423174947	0.0442226237265055	0.217565741874496	0.135787076331094	0.0837238301867913	0.0547845520914256	0.0212825832299112	0.134967006246012	0.216715544079954	0.0435855999163157
"TCGA.FB.AAPP.01"	0.00263759583811602	0.0467625389594031	2.03100127561724e-14	0.0233683907016444	0.000217458844751738	0.00775195113823851	0.48151849772104	0.381854143755548	0.0323228904884035	0.0235665325528344
"TCGA.FB.AAPQ.01"	0.229359387100567	0.146581747432713	0.0129592631945379	0.0610643197751717	0.0821138518275991	0.0445983995437271	0.282913045818121	0.0930403316923345	0.0411210625148853	0.00624859110034308
"TCGA.FB.AAPU.01"	0.113163902429101	0.0489138318170933	1.59367168667506e-14	0.0613581266891128	0.0501946550538287	1.26692014672171e-06	0.535348857268295	0.059412225637252	0.0995907193795259	0.0320164148056293
"TCGA.FB.AAPY.01"	0.133426790955979	0.0733977315165197	0.0957545403442149	0.116452585258277	0.00751140047954052	0.0672197941599271	0.00374528665892371	0.0399216949337979	0.225159708072591	0.237410467620229
"TCGA.FB.AAPZ.01"	0.192578203311188	0.146648890873867	0.129621236079145	0.0634842561112605	0.00448948910112573	0.17978145279012	0.0443788183313046	0.02304807746732	0.103413353846956	0.112556222087714
"TCGA.FB.AAQ0.01"	0.0967127603603074	0.20196169631555	0.00418118498894025	0.0291710865535895	0.318937526768448	0.0278049868174451	0.0934038716884474	0.133271468412866	0.0920800465347138	0.00247537155969326
"TCGA.FB.AAQ1.01"	0.10966717425535	0.191147146146143	0.156071632954912	0.146564514721009	0.0157530655126589	0.0908681130100344	0.120802492138959	0.0672593399271237	0.0849863114026034	0.0168802099312072
"TCGA.FB.AAQ2.01"	0.227037714086665	0.336961832232336	8.29366322462585e-15	0.0402222488265319	0.10407570923716	0.0618054262460007	0.0780196376490333	0.0592980895305927	0.0104623392207851	0.0821170029708867
"TCGA.FB.AAQ3.01"	0.153028482937778	0.253829818154627	0.127189171467182	0.288417349100001	1.85792394007926e-14	0.0637549036089078	0.0444400244858363	0.00444121647993421	0.0561584991800896	0.00874053458562495
"TCGA.FB.AAQ6.01"	0.114497304742335	0.159781371315514	2.59304595671592e-14	0.0773689096279063	0.0915729713449301	0.0205630467409278	0.245402035093143	0.225083612949674	0.0448081750845788	0.0209225731009655
"TCGA.H8.A6C1.01"	0.115867683063288	0.0447711712200626	0.0637650829133967	0.114368403358884	0.0916992401552148	0.0484795573709169	0.0882097057287463	0.089019053435867	0.160798364091649	0.183021738661974
"TCGA.HV.A5A3.01"	0.166202491835019	0.271281551046005	0.00137851041009424	0.0309286337540688	0.00237995811806146	2.12260057853467e-14	0.302659983130361	0.19173977804597	0.0247952898924383	0.00863380376796146
"TCGA.HV.A5A5.01"	0.153240920477788	0.0452201690922898	0.0959379307837871	0.1203941232472	0.10411520926149	0.146408887523917	0.0217930708245764	0.0336905648604901	0.155978661045274	0.123220462883187
"TCGA.HV.A5A6.01"	0.348752387262184	0.167541084383771	0.0356220634526774	0.0356526673825871	0.159629558092026	0.0155112316938751	0.113489283543772	0.0883953238149965	0.0229965997402773	0.0124098006338335
"TCGA.HV.A7OL.01"	0.118341154390977	0.166377270817817	0.0698363039322534	0.0366615258935618	0.0782398435404621	0.0259284421485747	0.0239960487603264	0.0139034208742143	0.250541811162058	0.216174178479756
"TCGA.HV.A7OP.01"	3.00893508987608e-14	0.00867561355436191	3.53439382388519e-14	0.390073815786576	0.117962409465246	3.04164186472364e-14	0.00112635448175114	0.403792547869759	0.0104875792217632	0.0678816796204476
"TCGA.HV.AA8X.01"	0.15400668205444	0.139257934612953	2.14778493315489e-14	0.129959408168461	0.0539982518756676	0.0208188665573557	0.293270353920561	0.122886819138196	0.0582959477509794	0.0275057359213647
"TCGA.HZ.7289.01"	0.105850476988536	0.156683739537401	2.07802603772456e-14	0.0411944974731413	0.142970098922764	1.12452249346266e-13	0.190541394141254	0.256000429591142	0.0896935053403041	0.0170658580053253
"TCGA.HZ.7919.01"	0.339240384856935	0.0928827472267922	0.045481633833102	0.043703103018457	0.0118174005468439	0.123948211743844	0.119711116726411	0.0100933274946244	0.134548656372271	0.0785734181807207
"TCGA.HZ.7924.01"	0.0722762742293409	0.0406359357077935	0.0595070582882184	0.106588588497922	0.0286199811471049	0.245439957999155	0.0852955318404487	0.0604472724820661	0.143574878871668	0.157614520936282
"TCGA.HZ.7926.01"	0.160060308857754	0.100973478302443	0.0944849440892668	0.0917484409592714	0.0643232341312184	0.109502231032139	0.143384363810597	0.04110609008646	0.0505409668037684	0.143875941927081
"TCGA.HZ.8317.01"	0.103688802687632	0.119505636676909	0.0890760473461572	0.186580378777487	0.0594454788394272	0.336237144008422	0.0124930016088459	0.0437016852929181	0.0137062094260227	0.035565615336179
"TCGA.HZ.8638.01"	0.0796721815547777	0.0789474253651662	0.0695290839397714	0.148651401950281	0.0564803637471536	0.276064095136642	0.119629198018601	0.0372226749715972	0.0669197042680877	0.0668838710479223
"TCGA.HZ.A49I.01"	0.236950307517936	0.0612091535439142	0.190358143239121	0.0164086193903784	0.0652295267039393	0.0599666605903694	0.0258666082892079	0.0762494065664603	0.141864895836843	0.125896678321831
"TCGA.HZ.A4BH.01"	0.241226626648818	0.0679418913892895	0.08395352679482	0.0643275209056405	0.0251582143832484	0.217658936142018	0.023475528088254	0.0455214304879278	0.0950373059012807	0.135699019258703
"TCGA.HZ.A4BK.01"	0.105148444630399	0.0389207467757556	0.0800440106439883	0.0947987755381935	0.0730047637048059	0.161516454194909	0.0529834328256611	0.0584037593581057	0.200087265450776	0.135092346877406
"TCGA.HZ.A77O.01"	0.159101304936348	0.255296765867881	0.136655953659643	0.213539513745723	0.00506279089453873	0.0188586563990703	0.10595820532613	0.0372592641688655	0.0566743250439799	0.0115932199578205
"TCGA.HZ.A8P0.01"	0.188698631782208	0.0471512851512129	0.0511145493418229	0.0905295683052844	0.185976785114419	0.124388898079145	0.100911957812387	0.105646371922458	0.0591593072493677	0.0464226452416947
"TCGA.HZ.A8P1.01"	0.0138140770750192	0.0692947913273623	0.00413548086791255	0.110327178671454	0.223552771524849	0.0042151249486046	0.349992130061207	0.179534592141387	0.0366111251884318	0.00852272819377296
"TCGA.HZ.A9TJ.01"	0.243428935725375	0.0885539859324609	0.0772838223851668	0.0550635260522497	0.0294409005721443	0.0625798105894923	0.330933285996655	0.0710367074154449	0.0316419190229944	0.0100371063080168
"TCGA.HZ.A9TJ.06"	0.155758673365656	0.195228721807898	0.0253593439649557	0.0245858670123086	0.104949715977276	0.129170668130206	0.102757181348479	0.238066959472579	0.0110306457896813	0.01309222313096
"TCGA.IB.7644.01"	0.282404415827765	0.0337794563709008	0.0509661439008854	0.0503550345046425	0.0307324615812509	0.134941628584074	0.201085124343681	0.02502706457734	0.118761271366284	0.0719473989431758
"TCGA.IB.7652.01"	0.256926658858275	0.0269619139124034	0.272962278045891	0.0502143121884158	0.0179461503625812	0.158414400740266	0.0846158240946155	0.0200159959824863	0.0537396129806414	0.0582028528344238
"TCGA.IB.7889.01"	0.165779483956337	0.0395025663751321	0.105735192883253	0.0820872166936311	0.00108778541246961	0.102339273702135	0.0963900505855697	0.0145816246851564	0.188298434010158	0.204198371696159
"TCGA.IB.A5SP.01"	0.0279468123529927	0.0575312055500397	0.091804328652836	0.241220554016459	0.256806139210456	0.00108749433136049	0.111975257749241	0.146316653634737	0.0597646850471661	0.00554686945471224
"TCGA.IB.A6UF.01"	0.20343048792019	0.232274279957288	0.0383750835304906	0.277648974643261	0.000411163347917895	0.0517622987171364	0.0939840724209507	0.023653174626428	0.0369195758347761	0.0415408890015609
"TCGA.IB.A6UG.01"	0.103425184963548	0.180918414071045	0.00548059262925282	0.176049889816855	0.014347178062891	0.0469640891563686	0.0180180704753471	0.104346757679738	0.0562469290673747	0.294202894077581
"TCGA.IB.A7LX.01"	0.208892463769298	0.234925060085346	5.78769225695708e-05	0.17816776997094	0.131496358191876	0.0388963819695199	0.0490889435402706	0.139583582940256	0.00655891593676236	0.0123326466731614
"TCGA.IB.A7M4.01"	0.150230310429523	0.333945254176136	1.2201981371552e-14	0.063867003942117	0.0324957594220004	0.00553108794169697	0.041066260040724	0.0274157564103611	0.175663483236915	0.169785084400514
"TCGA.IB.AAUM.01"	0.00104097134013765	0.0376139608495147	0.00370781785717306	0.140670745864427	0.169188124224402	0.192880912315063	1.31097329644302e-14	0.260857806966604	0.0623538918105439	0.131685768772121
"TCGA.IB.AAUN.01"	0.267888381216104	0.131535237200487	0.0674973405024666	0.122305590309377	0.0563884927446919	0.0786684656510599	0.0262843719778224	0.0608933109634073	0.103123494406422	0.0854153150281621
"TCGA.IB.AAUO.01"	0.0887085212082717	0.247246277027324	0.0876978735641986	0.216640801080131	1.81587379035108e-14	0.0175113519885702	1.62064849415957e-14	0.0576625473698204	0.264631709467167	0.0199009182944818
"TCGA.IB.AAUU.01"	0.147467617705003	0.124703923800241	0.127053214326799	0.0468202596317263	0.074713059579509	0.0200248620103493	0.119536875925663	0.136295617051545	0.125806699725794	0.0775778702433707
"TCGA.IB.AAUW.01"	0.0464226578191102	0.0328282798954638	0.068384645571221	0.183046384799212	0.0251721854845099	0.386153006239085	0.0341777908908653	0.0184678237837032	0.0722995892453672	0.133047636271462
"TCGA.L1.A7W4.01"	0.324809802466554	0.208856209977719	0.0344244042862772	0.0159625750908457	1.62267487484995e-14	0.012149589209716	0.240215772061519	0.0927560721784266	0.0372367270571506	0.0335888476717755
"TCGA.LB.A7SX.01"	0.0411123559184446	0.185944589167924	0.0620923107077289	0.113387783510841	0.122699175157582	0.0630379241163737	0.118575880335468	0.188802570472526	0.0102867666190493	0.0940606439940626
"TCGA.LB.A8F3.01"	0.0697788399421258	0.0126402332991295	3.49433774116498e-14	0.485575741775348	2.95044210871628e-14	0.0439936759157993	0.0665486073549667	0.250355220937708	0.071107680774827	3.14979947956733e-14
"TCGA.LB.A9Q5.01"	0.156525954851802	0.0203480490409243	0.32113850857063	0.201814888480058	2.39816735637028e-14	0.206013118095764	1.35859160313481e-14	0.0191835830160917	0.022460594327236	0.0525153036174572
"TCGA.OE.A75W.01"	0.207306000732229	0.125822692272008	0.0544853665982445	0.184238292205991	0.00550070238695884	0.00868499464494215	0.00713980580310229	0.0263828362709409	0.298036416500305	0.0824028925852775
"TCGA.Q3.AA2A.01"	0.183880161593669	0.150858903942959	0.099485734794831	0.154645327046132	0.0459947732788251	0.0632618699443418	0.0886498530873304	0.13268196217859	0.055706270753768	0.0248351433795539
"TCGA.RB.AA9M.01"	0.0957456891663664	0.0630298617746308	0.109009804241975	0.0851361108572697	0.125847197906837	0.233941421906433	0.143901705117684	0.0647906406962483	0.014296694499829	0.064300873832728
"TCGA.S4.A8RM.01"	0.129133667672642	0.0382193597225311	0.049003143354986	0.0656288241229994	1.76736269116251e-14	0.146830921057272	0.279097042866573	0.0720325842910909	0.100818423540733	0.119236033371155
"TCGA.S4.A8RO.01"	0.19218612554735	0.278326382776249	0.161324400196623	0.0691512329292114	0.0553640073338932	0.0267128503690061	0.113839368689	0.0394461563634603	0.0619474737266065	0.00170200206859994
"TCGA.S4.A8RP.01"	0.187617631453852	0.00834653770783765	0.12765996708231	0.0934586019150958	0.103290275382896	0.232877435127462	0.0415921657980136	0.0558034687850384	0.0756800473624254	0.0736738693850693
"TCGA.US.A776.01"	0.0230673409686253	0.125591828531614	1.70360955809576e-14	0.295507646201139	1.79250491250813e-14	0.0172862290898981	0.0888486602968738	0.404785221256272	0.0212531450278834	0.0236599286276589
"TCGA.US.A779.01"	0.00228397929406075	0.160793868970891	2.58863344370005e-14	0.390837425630932	0.0684677069260392	0.00898243630584503	0.0390072336513242	0.313288684864854	0.00132627891686035	0.0150123854391675
"TCGA.US.A77G.01"	2.06655348349265e-14	0.0416208976189998	1.26298690853414e-14	0.200708959720793	0.15945650465732	0.0197559404902409	0.268711644528439	0.279506352102408	0.0284281179732807	0.00181158290848479
"TCGA.XD.AAUI.01"	0.146661216169944	0.150030584240012	0.0770985458825837	0.120232845447287	0.0660463179450407	0.118987505233823	0.0214993744421355	0.0269382338292416	0.0709461790482648	0.201559197761668
"TCGA.YY.A8LH.01"	0.0308521893130372	0.203304573186346	1.78329924577746e-14	0.045764231971578	0.0279253182025523	0.00426293803552123	0.254245721763707	0.267707191487834	0.0699806016166643	0.0959572344227427
"TCGA.Z5.AAPL.01"	0.136666937286845	0.117459817440378	0.0871947635561624	6.73735183148394e-15	0.0682788668527129	0.163851660602818	0.0364614171684056	0.000404719582777364	0.190942607980426	0.198739209529469
