"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"
"TCGA.HZ.7922.01"	0.0702479903152802	0.00751781396783896	0.199247070811874	0.125442189514276	0.0189542695119615	0.041724591783482	0.00243742983424018	0.0692594211516853
"TCGA.HZ.7923.01"	0.0418194593355764	0.292182129001795	0.022040342280321	0.155886649067249	0.0363188880895538	0.182443432918669	0.212252662808718	0.0199505809225405
"TCGA.HZ.7925.01"	1.18064712118556e-14	0.0853143573977818	0.388949926545974	0.0395030038471015	0.0164321994245449	0.0491706802120034	1.4804706958182e-08	0.0044202612850387
"TCGA.HZ.8001.01"	0.0556298004338801	0.197715310583082	0.0662743676703935	1.00236258290299e-14	0.0131453231319964	0.219131748726036	0.109238941225836	0.0205402705579413
"TCGA.HZ.8002.01"	0.119015668549515	0.199803364571177	0.0288057568380958	0.323408686991146	0.0299513828416925	0.119698637459703	0.115086166252549	0.01122622726673
"TCGA.HZ.8003.01"	0.111565265831365	0.000622507427539741	0.00108533282596848	2.38334076402829e-09	0.00120892244836254	0.0652870149044349	0.0134413677561367	8.26341251682608e-15
"TCGA.HZ.8005.01"	0.00158475206335142	9.49770633524247e-15	0.09688060181985	0.0149169573886973	0.00662741617511929	0.0120721539532882	9.49770633524247e-15	0.272873533576987
"TCGA.HZ.8315.01"	0.089608489836669	0.0183755540640308	0.0941037153502685	0.331044472120851	0.130204175344165	0.0521305218317837	0.0534725020484444	0.0141361623452351
"TCGA.HZ.8519.01"	0.11048116993183	0.171567807778002	8.28231824800483e-15	0.240016946296703	0.00534328330066864	0.336206978795245	0.0342998520888868	0.0102364288250322
"TCGA.HZ.8636.01"	0.0410238276162643	1.26961545375256e-14	0.11867171633885	0.319492280580347	0.0977695579120046	0.107510364937095	0.0492288118567165	0.0898899666190068
"TCGA.HZ.8637.01"	0.0569597335843382	0.00283291261139376	0.00363120869254714	0.216584100128422	0.0749927066430195	0.172788644665431	0.311202261251089	0.00352266768928401
"TCGA.HZ.A49G.01"	0.157353324901465	0.0355352204759456	1.28481831659564e-14	0.0255010917519486	0.261652896381947	0.0644846286182127	0.18414124044202	1.28481831659564e-14
"TCGA.HZ.A49H.01"	0.171410194089838	0.153318323652205	9.70783172954084e-15	0.000354040925580522	0.107735111104678	0.142491278325737	0.0675609900762845	0.00260840020785206
"TCGA.HZ.A77P.01"	0.126656691110097	0.464489573607161	0.00139079906915683	0.0278751420550544	0.0963927949118964	0.0815137648527326	9.08626640017745e-15	0.0180992656577091
"TCGA.HZ.A77Q.01"	1.18898097476824e-14	0.22301229599192	0.218432815129781	0.00357943320607529	0.00359248947732237	0.0443811933496236	0.163775323298904	0.132305504177348
"TCGA.IB.7645.01"	0.0139527305354702	0.232404554677431	0.0889214126142945	0.228610825474334	0.0151213061878883	0.0517192441809494	0.206004690585559	0.0214427843768355
"TCGA.IB.7646.01"	9.07524039602599e-15	9.07524039602599e-15	0.0811362676480148	0.136670674227003	0.00947430943033255	0.00170739536168224	9.07524039602599e-15	0.151727770943051
"TCGA.IB.7647.01"	0.0201307304173326	0.0222879882027193	0.0335486849522559	0.217002612392182	0.00785138519146877	0.181538568906473	0.151343198832889	1.08378207510962e-14
"TCGA.IB.7649.01"	0.109487782606969	0.0670970822145063	0.00861581261454592	0.165776355414321	0.00973867240952105	0.0761537184690674	0.114838173580167	0.0157223524166993
"TCGA.IB.7651.01"	0.0602551881778303	1.59845773636977e-10	0.0493331162661113	0.191452482499241	0.0726568312386082	0.0128973419468458	0.0783416485092027	0.12116336667574
"TCGA.IB.7654.01"	0.118992114356913	0.00898483817861989	0.0667450861250054	0.0995977789513802	0.0402431038893369	0.0402438797968938	1.18988989747712e-14	0.0172392172299096
"TCGA.IB.7885.01"	0.0430602466839947	0.0260086055065406	0.150689147501046	0.0297528375648498	2.20180106531232e-06	0.0142096516965665	0.0441895616668766	0.148760881509075
"TCGA.IB.7886.01"	0.0437518487137056	0.00700993818590095	0.0854279239420966	0.204415129972477	0.000998606856612275	1.21544828198857e-14	0.00370012028852324	0.0436118849150261
"TCGA.IB.7887.01"	0.0398131850647646	1.11120369178445e-14	0.0662197449354659	0.0912617507013432	0.102926462580763	1.11120369178445e-14	0.00638767477618961	0.0586006839893406
"TCGA.IB.7888.01"	0.000481009162141073	0.218986043762952	0.0397013073234557	0.141530114788659	1.08072550272505e-14	0.148332096738589	0.177724891354699	0.000411947113151872
"TCGA.IB.7890.01"	0.0339270584029023	0.00843695443838719	0.29102565634739	0.116927774704647	0.00746140694871559	0.0966496005068288	1.05743895057561e-14	0.164067913827476
"TCGA.IB.7891.01"	0.146542752546633	0.0229442067429599	0.0437139856631347	0.110596390445443	1.25944924029547e-14	0.113477519646087	0.139566492561305	1.25944924029547e-14
"TCGA.IB.7893.01"	0.000783135443759919	8.83064527693822e-15	0.314073810157784	0.0678278403455384	0.00237474758468074	0.0411544678610167	8.83064527693822e-15	0.0931552799987541
"TCGA.IB.7897.01"	0.0107469120304742	0.248676803969147	0.0070523088917527	0.292660090958531	0.0163943914143667	0.24877904736381	0.10998789150053	5.26826014361533e-14
"TCGA.IB.8126.01"	0.0981817759933016	0.0187019274962502	7.95593369194513e-15	1.3527837115143e-06	0.00777711021638408	0.0365903485341285	0.0104483474033153	7.95593369194513e-15
"TCGA.IB.8127.01"	0.0592631309586452	1.27941624565579e-14	0.0512193178235123	0.26480293643763	0.117219878695305	0.0341768684545185	0.0279431299945285	0.10415570074893
"TCGA.IB.A5SO.01"	0.0306019326425757	0.124252894412867	0.156739474525722	0.00512850535105426	0.193233356651826	0.16719120929173	0.11084032076829	0.0382098504954207
"TCGA.IB.A5SQ.01"	0.04330820885093	0.0613089506286233	0.155945419255407	0.00593923420628563	1.4439543606103e-07	0.359448789410518	0.036477349501907	0.104405351950745
"TCGA.IB.A5SS.01"	0.00210628628702834	1.05263984318669e-14	0.179447234669881	0.00175310897483104	0.0073725109132277	0.0139046352430424	1.05263984318669e-14	0.227251759188811
"TCGA.IB.A5ST.01"	0.00465671595242469	0.198706367166764	0.0476352732301549	0.0274911339367153	0.168726874542942	0.0594392444620456	0.285196711379321	0.0837065570365542
"TCGA.IB.AAUP.01"	0.0871566893835848	0.0602256125110009	0.0722676482913467	0.122188047552221	0.118697313668297	0.0802389316775813	0.411344344826721	0.0340158320095346
"TCGA.IB.AAUQ.01"	0.0621710258973527	0.00988508072404281	0.0376161607296289	1.18971994935859e-14	0.190705319044018	0.239625863390486	1.18971994935859e-14	0.138257605205478
"TCGA.IB.AAUR.01"	0.0425083779194865	0.179976431771168	7.38980121511791e-05	0.0475724568849861	0.127720007631822	0.0643001521115137	0.42893535336073	0.0450208158799095
"TCGA.IB.AAUS.01"	0.0945019293347325	0.0644624386512404	0.211765377242758	1.14018167373875e-14	0.0140301171206991	0.0285990816878668	0.334328181751161	0.0586995232979381
"TCGA.IB.AAUT.01"	0.186509564221919	0.0383797482127251	0.00297503719835209	0.0116504349175566	0.198218603521869	0.0908302353167926	0.200259468677002	2.45677137129697e-13
"TCGA.IB.AAUV.01"	0.0651710020757835	0.362964388973883	0.226721567542878	0.0172536473920078	0.0094626535054545	0.11213458606317	0.12746134203006	0.0155106537241737
"TCGA.M8.A5N4.01"	0.0170915046980513	0.0011074499586716	0.0330616187003625	1.8296628567727e-08	0.147793099441752	0.00694827044540163	0.0169271644267279	0.220047635099095
"TCGA.PZ.A5RE.01"	1.02327956068683e-14	1.02327956068683e-14	0.0520890624151688	1.02327956068683e-14	0.0673122618138283	2.78608225732545e-12	0.0244780270599589	0.0621744965037798
"TCGA.Q3.A5QY.01"	0.0284561524054517	0.0444763562487411	8.96707152237958e-15	0.0226417870638926	0.113965310435985	0.0424319911235168	0.426232467187531	8.96707152237958e-15
"TCGA.RB.A7B8.01"	0.0110857070807903	0.0355375926354487	0.176825904555766	1.41423687439804e-14	0.267176682987339	0.0392002760064249	0.0269637369385112	0.0451423065955162
"TCGA.RL.AAAS.01"	0.156387084171797	0.153134268828232	0.0173936285724272	1.04503888316025e-14	0.101963803008901	0.0622826506170437	0.128707594602043	0.0170536162038622
"TCGA.US.A774.01"	0.165861068262744	1.64280702598247e-14	0.119950099120876	0.0144451116827028	0.209581935891448	0.0313528621306499	0.0725638446490065	0.0924880221775806
"TCGA.US.A77E.01"	1.34515422089893e-14	0.00811073720408636	0.086389483114438	0.0480706376132252	0.220728949578415	1.34515422089893e-14	1.34515422089893e-14	0.0482954776967928
"TCGA.US.A77J.01"	0.103651942274378	0.0870009913643645	9.27641441183186e-15	9.27641441183186e-15	0.165146104769905	0.084597679889341	0.232723098903874	0.0166602763197498
"TCGA.XD.AAUG.01"	0.045826107425994	0.271450355977228	0.245206084156085	4.37002039735589e-07	0.0652882369860972	0.279551839624049	1.02763865332223e-14	0.0166439527203834
"TCGA.XD.AAUH.01"	0.0475387947569848	0.23482806191939	9.13118839179609e-15	0.075488773886774	0.0706621097424196	0.340049592083134	0.113799784292286	9.13118839179609e-15
"TCGA.XD.AAUL.01"	0.0692611764220605	0.0204396150321991	0.0738924964447203	1.30270658740355e-14	0.207393274275492	0.000531332139631904	0.000299039073061071	0.147413600024093
"TCGA.XN.A8T3.01"	0.124332521712645	0.0171837809338778	0.0303279916429361	0.0371612731342221	0.284463226202009	0.13444733868635	0.00465304595352718	0.140852570251332
"TCGA.XN.A8T5.01"	0.0326578378170035	0.326383136316124	0.015157799637331	0.0373964502819808	0.0959669944929896	0.208494589985483	0.153994108183468	0.0769288317494696
"TCGA.YB.A89D.01"	0.018179727595957	0.0335307992675919	0.221334435090018	0.00111446952391312	0.0688920571033293	0.206931072525419	0.0368119787980132	0.0943977075636432
"TCGA.YH.A8SY.01"	0.0191595981916608	9.26846430762612e-15	0.218641802482389	9.26846430762612e-15	0.0273577845752099	0.00601691049518262	9.26846430762612e-15	0.189898078759958
