"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"TCGA.IB.7891.01"	0.118679632275991	0.110218439931102	0.228126751007464	0.0640565077785367	0.0365993038997191	0.00926157810053336	0.0575251289775985	0.124012091645439	0.0157590810338574
"TCGA.IB.7893.01"	6.64141357452104e-15	0.0162692304348135	6.64141357452104e-15	0.0736732288009377	6.64141357452104e-15	0.304768522826837	0.0914804878830921	0.10927775112677	6.64141357452104e-15
"TCGA.IB.7897.01"	0.220977896728874	6.02941664998825e-15	0.0645235923131425	0.0868820851338811	0.326851768295647	6.02941664998825e-15	0.0339408115298928	0.113178625339509	0.127179089945935
"TCGA.IB.8126.01"	0.0307888368273014	0.00759452844837343	5.7792707386068e-15	5.7792707386068e-15	0.0409431894410514	5.7792707386068e-15	0.0594964859614097	5.7792707386068e-15	0.0591388094105641
"TCGA.IB.8127.01"	2.36938026532399e-08	0.246311469239562	0.0737502486359174	0.105780662676032	9.29578250414122e-15	0.00876882589916203	0.041292616080589	0.261255217205929	0.0718365449591409
"TCGA.IB.A5SO.01"	0.149360449710198	0.169274654849439	0.0167420146955671	0.0554352825155604	0.0441842461807374	0.140868054836432	0.0326658960566484	0.0351130363243399	0.182277247916904
"TCGA.IB.A5SQ.01"	0.0186983565028279	0.163517746152373	0.045233238628949	0.0632078190609527	0.0886736136945016	0.197545978675372	0.141620606275755	0.0369662146749946	0.0480578313159132
"TCGA.IB.A5SS.01"	7.00517486027277e-15	0.171650774199394	7.00517486027277e-15	0.10778481570136	7.00517486027277e-15	0.152278114779339	0.105271322853154	0.0730306692859429	7.00517486027277e-15
"TCGA.IB.A5ST.01"	0.300230518706507	6.71212293695862e-15	0.043945412311865	0.140226703838874	0.125855026587066	0.0391820593391126	0.194010325979676	0.0283429297874163	0.0112691969287957
"TCGA.IB.AAUP.01"	0.551645567076802	0.0372779403206247	0.00797438759832094	6.91008531509482e-15	0.0295522600231964	0.064258840410806	0.109210912795905	0.0630720597757801	0.0563363116429218
"TCGA.IB.AAUQ.01"	8.41494200207141e-15	0.000940930433237384	0.000624454344296099	8.41494200207141e-15	0.0206774448104412	0.0349711692367561	0.1620056609611	0.0714394278366936	0.184668667823243
"TCGA.IB.AAUR.01"	0.497487494456364	5.88820004324204e-15	3.93835093225837e-10	0.0556864270432123	0.151619940956438	0.0247437611564789	0.106968882994154	5.88820004324204e-15	0.0531979540953899
"TCGA.IB.AAUS.01"	0.0842564952507984	0.269631692016114	0.117268267665006	0.271797956914785	0.0504911122273154	0.0835635583604772	0.0778929209094554	4.71968175474316e-15	4.71968175474316e-15
"TCGA.IB.AAUT.01"	0.111557569652632	0.20662914206656	0.104243533273195	0.0601560017742171	0.0814368421290089	8.6164253539433e-15	0.0322033121103208	8.6164253539433e-15	0.182842074259027
"TCGA.IB.AAUV.01"	0.133310948157741	0.198563183379661	0.0754239119792304	0.0310587145646998	0.152565483884324	0.21819858859278	0.0505777789007757	0.0192104866831384	0.0610509633902993
"TCGA.M8.A5N4.01"	8.25631953440216e-15	0.162193587254061	0.0389037313710273	0.106103384373668	8.25631953440216e-15	0.0537271686424171	0.0419692328624445	0.0985531845142932	0.0141415916692458
"TCGA.PZ.A5RE.01"	7.004427786456e-15	0.277447156977861	0.0132129400135267	0.104489563025448	7.004427786456e-15	0.0200775950179959	0.0360562516286116	0.0190314275999502	0.0677276487775532
"TCGA.Q3.A5QY.01"	0.46185968886738	0.09663453123933	0.0704834698194535	0.0113406777467328	0.046843851577071	5.30194307822377e-15	0.091160528944379	5.30194307822377e-15	0.0372441203433111
"TCGA.RB.A7B8.01"	1.02789886080753e-14	0.107713644073338	0.0533601022125331	1.02789886080753e-14	0.011271576587681	0.118824213413037	0.113439308002738	0.0305671347211968	0.0926132850088292
"TCGA.RL.AAAS.01"	0.200241870339871	0.0413975038368723	0.0451684855261278	0.00179881768063404	0.127447459946796	0.0366219459785831	0.0914205835648271	0.0232666143554668	0.0464965679747723
"TCGA.US.A774.01"	0.0441370203733949	0.136636238845485	0.100873448221712	0.0698518896711315	0.0353834060904458	0.0640008493262723	0.139396829926654	0.0706953595431067	0.107776040461637
"TCGA.US.A77E.01"	0.00100828512323539	0.00173887924664384	7.60981533050108e-15	7.60981533050108e-15	7.60981533050108e-15	0.0271330611297409	0.0474713042195561	0.0557716614866651	0.0485810885975599
"TCGA.US.A77J.01"	0.362493368235274	0.0248734624918782	0.0769233843132563	0.0244236401893865	0.122687454490708	6.4268467960239e-15	0.0591398031096618	0.00752978338409424	0.0592576240365127
"TCGA.XD.AAUG.01"	0.00956624445570577	0.00490063417291838	8.50437428908136e-15	8.50437428908136e-15	0.183673576187156	0.233746768415332	0.0662233419409549	8.50437428908136e-15	0.143935536101212
"TCGA.XD.AAUH.01"	0.215173066646427	7.38674707339712e-15	7.38674707339712e-15	7.38674707339712e-15	0.315455315267458	7.38674707339712e-15	0.0747649841389983	0.0779919208642045	0.147212873031136
"TCGA.XD.AAUL.01"	9.8559560120793e-15	0.21471611014347	9.8559560120793e-15	0.0565990189356717	9.8559560120793e-15	0.046489605068773	0.0107303185119544	0.0734703297307469	0.107690344858532
"TCGA.XN.A8T3.01"	5.70781217375162e-09	0.0299633908998978	0.0230870868779863	9.84572116555337e-15	9.84572116555337e-15	0.0590844987867835	0.15785431133196	0.0695471540955879	0.259612718254439
"TCGA.XN.A8T5.01"	0.238906251947645	7.64766808052592e-15	7.64766808052592e-15	7.64766808052592e-15	0.265048771130125	0.038851021513202	0.110622744571342	0.0390515388496977	0.0623131697043334
"TCGA.YB.A89D.01"	0.0155034022289608	0.0482756110283762	0.0664458966215965	0.159389594467506	0.0289095404299798	0.223150069141599	1.24830276574045e-05	0.0565383486400762	0.0739457976127923
"TCGA.YH.A8SY.01"	0.00309006545902704	6.33873990157646e-15	0.00463112295635295	6.33873990157646e-15	6.33873990157646e-15	0.191537865218118	0.0847020624556477	0.00229495165164045	0.004562859055138
