"ID"	"S01"	"S02"	"S03"	"S04"	"S05"
"TCGA.2J.AAB1.01"	0.216229436533608	0.355819480407752	0.357171516684458	0.0124509732400523	0.0443166284129495
"TCGA.2J.AAB4.01"	0.108075349112362	0.241296675085943	0.216614861905473	0.275117777251554	0.15484214198211
"TCGA.2J.AABF.01"	0.170052112416508	0.230054751155999	0.331017942961942	0.101932531785143	0.166942661680396
"TCGA.2J.AABH.01"	0.0204972250518962	0.34802104316601	0.0908123248899159	0.251975442271504	0.112303640431266
"TCGA.2J.AABI.01"	1.00163650770656e-14	0.333195874955628	0.175396337802992	0.0257784871430132	1.00163650770656e-14
"TCGA.2J.AABK.01"	0.146945382401443	1.28424531221072e-14	0.145395570065033	0.538609332068032	0.145842320461373
"TCGA.2J.AABR.01"	0.270973516891817	0.136824954264414	0.293129440105638	1.38332490244504e-12	0.299072088736738
"TCGA.2J.AABV.01"	0.0643157395699796	9.43949594171173e-15	9.43949594171173e-15	9.43949594171173e-15	0.0846355183406063
"TCGA.2L.AAQA.01"	1.47818102433965e-14	0.405460028985333	1.47818102433965e-14	0.0783770659581639	0.0732102015357608
"TCGA.2L.AAQE.01"	0.0632182457609842	0.324473855504668	0.107581743059651	1.11840324006777e-14	0.358288788051485
"TCGA.2L.AAQI.01"	0.174702212838788	0.461907250379743	1.36439314848562e-14	0.17741299486705	0.175443766892031
"TCGA.2L.AAQJ.01"	0.0499204496628996	0.500066744329402	0.268657237821842	4.39959517784844e-07	0.0797232866430141
"TCGA.2L.AAQL.01"	0.23157454373879	0.0640648118635134	0.38169965534806	0.0648828285194736	0.192619177860609
"TCGA.2L.AAQM.01"	0.0925531924648872	6.81577224187356e-15	0.0177340923164983	0.525659397018209	0.195476566869183
"TCGA.3A.A9I5.01"	0.096320923244475	9.98057115942462e-15	0.138634643166712	0.126531507699928	0.496983933845828
"TCGA.3A.A9I9.01"	0.16612343767171	1.51732972041961e-14	0.259504966762525	0.319079473891186	0.153487672591236
"TCGA.3A.A9IH.01"	0.166380778840072	0.441775032359581	1.66574990288869e-14	0.111344530870895	0.152807040224328
"TCGA.3A.A9IJ.01"	0.102461470279405	5.55522326281182e-15	5.55522326281182e-15	0.398263700115392	0.315195184804131
"TCGA.3A.A9IL.01"	0.234699044021588	6.91566747321378e-15	0.0934874247726544	0.411778137806591	0.201038909932774
"TCGA.3A.A9IO.01"	0.214798205290345	0.0167289198688963	6.00814091492226e-15	0.660724633692677	0.0069642715288751
"TCGA.3A.A9IR.01"	0.0511157288715256	6.92771412832352e-15	6.92771412832352e-15	0.554651682856635	0.0478962096231261
"TCGA.3A.A9IS.01"	0.0357717285783637	5.54120389290162e-15	5.54120389290162e-15	0.627364953741177	0.0495848767976689
"TCGA.3A.A9IU.01"	7.41384281487658e-12	0.589629898469705	1.53678170285458e-09	0.00125245488525592	0.122274834464358
"TCGA.3A.A9IZ.01"	1.3693599604234e-14	0.447546815803681	1.3693599604234e-14	1.3693599604234e-14	0.110842782019068
"TCGA.3E.AAAY.01"	0.437133789612719	0.0487909986672641	0.400369572106628	0.0177444897711885	0.0959611498421911
"TCGA.F2.6879.01"	1.56235395577622e-07	0.679509071907672	1.10602395579558e-14	0.0725680182931994	1.10602395579558e-14
"TCGA.F2.6880.01"	0.123756177166403	9.01674764434974e-15	9.01674764434974e-15	0.0820508291126893	0.0598211034982697
"TCGA.F2.A7TX.01"	0.11223074929844	0.532639782674722	0.182762170077499	2.9493776318012e-12	0.0662450735152031
"TCGA.F2.A8YN.01"	1.23046065648828e-14	0.357263303528961	0.00534445289429336	1.23046065648828e-14	0.464097815838359
"TCGA.FB.A4P6.01"	0.403536064661884	8.72004797845606e-15	0.267221935717557	0.145196542463084	0.184045457157458
"TCGA.FB.A5VM.01"	0.253593515793632	0.162748622645974	0.31096346503749	8.94842939186726e-15	0.0794474255665274
"TCGA.FB.A78T.01"	0.0201629983530466	1.5913025021973e-14	0.373567492879047	0.286850993064757	0.156964575105579
"TCGA.FB.AAPP.01"	0.0189145482220142	8.49646806667733e-15	8.49646806667733e-15	0.161290822030986	0.0233411618547032
"TCGA.FB.AAPQ.01"	0.0801731889595175	0.308580031410361	1.45841263186068e-14	0.0612580428279858	0.109680690412796
"TCGA.FB.AAPU.01"	1.35092939256912e-14	0.0699719441705832	0.0293814310480058	0.12402902075542	0.0774708820079288
"TCGA.FB.AAPY.01"	0.0494699820532681	0.0949078932122091	0.564220865337075	0.0331268929623579	0.258274366435078
"TCGA.FB.AAPZ.01"	0.330756514041962	0.424031247228175	0.197799842363405	1.47950882446997e-14	0.0461056809644519
"TCGA.FB.AAQ0.01"	0.0207322741962643	0.0812031411143844	1.39224301407794e-14	0.069757817662172	0.0355621310380978
"TCGA.FB.AAQ1.01"	0.0678675548143366	0.104426215321294	0.3256375585183	0.148297446637718	0.199038328949098
"TCGA.FB.AAQ2.01"	0.0977793764042357	0.301365408296579	0.006111755106278	0.160893790860063	0.0215377752805387
"TCGA.FB.AAQ3.01"	0.0261470969881988	0.155295341404268	0.0766262695049318	1.12673048468402e-14	0.432971282312298
"TCGA.FB.AAQ6.01"	0.0125413375557053	0.060947601859624	1.86359921206188e-14	0.255171887376953	0.10326057702335
"TCGA.H8.A6C1.01"	0.0503726490545983	0.283104288960435	0.225225966742192	0.0731476441662832	0.362697136145173
"TCGA.HV.A5A3.01"	1.35184049647528e-14	0.205206617031718	1.81801717035615e-09	0.222598047401278	0.0590118206476633
